,acousticness,analysis_url,danceability,duration_ms,energy,id,indicator,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
8,0.0735,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,0.624,170827,0.876,0afhq8XCExXpqazXczTSve,1.0,0.0,9,0.327,-3.374,1,0.1,99.943,4,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,audio_features,spotify:track:0afhq8XCExXpqazXczTSve,0.781
9,0.0232,https://api.spotify.com/v1/audio-analysis/6PCUP3dWmTjcTtXY02oFdT,0.461,261154,0.834,6PCUP3dWmTjcTtXY02oFdT,1.0,1.14e-05,2,0.14,-4.868,1,0.0989,135.007,4,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,audio_features,spotify:track:6PCUP3dWmTjcTtXY02oFdT,0.471
10,0.192,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,0.695,215280,0.762,21jGcNKet2qwijlDFuPiPb,1.0,0.00244,0,0.0863,-3.497,1,0.0395,120.042,4,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,audio_features,spotify:track:21jGcNKet2qwijlDFuPiPb,0.553
11,0.456,https://api.spotify.com/v1/audio-analysis/0t3ZvGKlmYmVsDzBJAXK8C,0.548,174853,0.653,0t3ZvGKlmYmVsDzBJAXK8C,1.0,0.0,5,0.103,-3.875,1,0.081,150.068,4,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,audio_features,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,0.163
12,0.136,https://api.spotify.com/v1/audio-analysis/7xQAfvXzm3AkraOtGPWIZg,0.829,149547,0.539,7xQAfvXzm3AkraOtGPWIZg,1.0,1.78e-06,11,0.103,-7.359,0,0.208,99.96,4,https://api.spotify.com/v1/tracks/7xQAfvXzm3AkraOtGPWIZg,audio_features,spotify:track:7xQAfvXzm3AkraOtGPWIZg,0.388
13,0.124,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,0.585,218147,0.52,0e7ipj03S05BNilyu5bRzt,1.0,7.01e-05,5,0.131,-6.136,0,0.0712,159.801,4,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,audio_features,spotify:track:0e7ipj03S05BNilyu5bRzt,0.129
14,0.533,https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY,0.755,157560,0.522,0RiRZpuVRbi7oqRdSMwhQY,1.0,0.0,2,0.0685,-4.368,1,0.0575,89.96,4,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,audio_features,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,0.925
15,0.331,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,0.68,231267,0.578,7dt6x5M1jzdTEt8oCbisTK,1.0,0.0,10,0.135,-5.804,1,0.04,145.038,4,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.341
16,0.0906,https://api.spotify.com/v1/audio-analysis/7CZyCXKG6d5ALeq41sLzbw,0.499,229573,0.8,7CZyCXKG6d5ALeq41sLzbw,1.0,0.0,1,0.147,-2.665,0,0.0502,139.919,4,https://api.spotify.com/v1/tracks/7CZyCXKG6d5ALeq41sLzbw,audio_features,spotify:track:7CZyCXKG6d5ALeq41sLzbw,0.272
17,0.0689,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,0.556,223347,0.538,75ZvA4QfFiZvzhj2xkaWAh,1.0,0.0,8,0.196,-5.408,0,0.0382,143.95,4,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,audio_features,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.291
18,0.0588,https://api.spotify.com/v1/audio-analysis/0Xek5rqai2jcOWCYWJfVCF,0.542,196760,0.674,0Xek5rqai2jcOWCYWJfVCF,1.0,0.0,6,0.0955,-4.169,1,0.21,76.388,4,https://api.spotify.com/v1/tracks/0Xek5rqai2jcOWCYWJfVCF,audio_features,spotify:track:0Xek5rqai2jcOWCYWJfVCF,0.667
19,0.215,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,0.63,220293,0.804,3a1lNhkSLSkpJE4MSHpDu9,1.0,0.0,6,0.253,-4.183,1,0.0363,123.146,4,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,audio_features,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,0.492
0,0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627,0.317,6ocbgoVGwYJhOv1GgI9NsF,1.0,0.0,1,0.0881,-10.732,0,0.334,140.048,4,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327
1,0.298,https://api.spotify.com/v1/audio-analysis/07Oz5StQ7GRoygNLaXs2pd,0.668,159011,0.892,07Oz5StQ7GRoygNLaXs2pd,1.0,0.0,5,0.735,-3.001,0,0.0645,95.927,4,https://api.spotify.com/v1/tracks/07Oz5StQ7GRoygNLaXs2pd,audio_features,spotify:track:07Oz5StQ7GRoygNLaXs2pd,0.478
2,0.229,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,0.717,207320,0.653,3e9HZxeyfWwjeyPAMmWSSQ,1.0,0.0,1,0.101,-5.634,1,0.0658,106.966,4,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,audio_features,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,0.412
3,0.119,https://api.spotify.com/v1/audio-analysis/0Ryd8975WihbObpp5cPW1t,0.4,186107,0.795,0Ryd8975WihbObpp5cPW1t,1.0,0.0,10,0.159,-3.731,0,0.461,190.097,4,https://api.spotify.com/v1/tracks/0Ryd8975WihbObpp5cPW1t,audio_features,spotify:track:0Ryd8975WihbObpp5cPW1t,0.702
4,0.0421,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,0.726,190440,0.554,4kV4N9D1iKVxx1KLvtTpjS,1.0,0.0,5,0.106,-5.29,0,0.0917,169.999,4,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,audio_features,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,0.335
5,0.04,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,0.699,205920,0.713,2qT1uLXPVPzGgFOx4jtEuo,1.0,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,audio_features,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.354
6,0.00237,https://api.spotify.com/v1/audio-analysis/6zegtH6XXd2PDPLvy1Y0n2,0.644,190067,0.755,6zegtH6XXd2PDPLvy1Y0n2,1.0,7.64e-06,1,0.0859,-5.325,1,0.0448,102.861,4,https://api.spotify.com/v1/tracks/6zegtH6XXd2PDPLvy1Y0n2,audio_features,spotify:track:6zegtH6XXd2PDPLvy1Y0n2,0.334
7,0.0233,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,0.602,197547,0.658,5OCJzvD7sykQEKHH7qAC3C,1.0,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,audio_features,spotify:track:5OCJzvD7sykQEKHH7qAC3C,0.268
8,0.093,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,0.628,197267,0.593,7xoUc6faLbCqZO6fQEYprd,1.0,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,0.104
9,0.0162,https://api.spotify.com/v1/audio-analysis/2meEiZKWkiN28gITzFwQo5,0.623,244453,0.734,2meEiZKWkiN28gITzFwQo5,1.0,1.9e-06,9,0.145,-5.95,1,0.107,107.853,4,https://api.spotify.com/v1/tracks/2meEiZKWkiN28gITzFwQo5,audio_features,spotify:track:2meEiZKWkiN28gITzFwQo5,0.372
10,0.145,https://api.spotify.com/v1/audio-analysis/7FIWs0pqAYbP91WWM0vlTQ,0.808,210800,0.745,7FIWs0pqAYbP91WWM0vlTQ,1.0,0.0,10,0.292,-5.26,0,0.342,165.995,4,https://api.spotify.com/v1/tracks/7FIWs0pqAYbP91WWM0vlTQ,audio_features,spotify:track:7FIWs0pqAYbP91WWM0vlTQ,0.829
11,0.028,https://api.spotify.com/v1/audio-analysis/0VSzREd1OjEWJ9tXoFHRQH,0.794,177693,0.637,0VSzREd1OjEWJ9tXoFHRQH,1.0,0.0,4,0.0919,-6.29,0,0.339,103.868,4,https://api.spotify.com/v1/tracks/0VSzREd1OjEWJ9tXoFHRQH,audio_features,spotify:track:0VSzREd1OjEWJ9tXoFHRQH,0.393
12,0.00998,https://api.spotify.com/v1/audio-analysis/5SiZJoLXp3WOl3J4C8IK0d,0.671,337147,0.623,5SiZJoLXp3WOl3J4C8IK0d,1.0,7.55e-06,2,0.643,-7.161,1,0.308,75.055,4,https://api.spotify.com/v1/tracks/5SiZJoLXp3WOl3J4C8IK0d,audio_features,spotify:track:5SiZJoLXp3WOl3J4C8IK0d,0.195
13,0.0622,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,0.548,297787,0.847,4xkOaSrkexMciUUogZKVTS,1.0,0.0,1,0.0816,-3.237,1,0.186,171.447,4,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,audio_features,spotify:track:4xkOaSrkexMciUUogZKVTS,0.1
14,0.0614,https://api.spotify.com/v1/audio-analysis/0GQ5bFTVFFKpwNPc7KwQnB,0.68,234653,0.82,0GQ5bFTVFFKpwNPc7KwQnB,1.0,0.0,4,0.597,-4.197,0,0.151,140.033,4,https://api.spotify.com/v1/tracks/0GQ5bFTVFFKpwNPc7KwQnB,audio_features,spotify:track:0GQ5bFTVFFKpwNPc7KwQnB,0.243
15,0.0169,https://api.spotify.com/v1/audio-analysis/0q2vG0UVuy6ajjcpkQHdZM,0.852,216600,0.752,0q2vG0UVuy6ajjcpkQHdZM,1.0,0.0,1,0.394,-5.793,1,0.0597,89.95,4,https://api.spotify.com/v1/tracks/0q2vG0UVuy6ajjcpkQHdZM,audio_features,spotify:track:0q2vG0UVuy6ajjcpkQHdZM,0.389
16,0.00286,https://api.spotify.com/v1/audio-analysis/7lQ8MOhq6IN2w8EYcFNSUk,0.908,290320,0.669,7lQ8MOhq6IN2w8EYcFNSUk,1.0,0.0,7,0.237,-2.827,1,0.0738,112.238,4,https://api.spotify.com/v1/tracks/7lQ8MOhq6IN2w8EYcFNSUk,audio_features,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,0.662
17,0.175,https://api.spotify.com/v1/audio-analysis/5CpsIb7SMFHjmAG8RvIWfq,0.661,265947,0.748,5CpsIb7SMFHjmAG8RvIWfq,1.0,0.0,2,0.254,-4.809,0,0.206,171.983,3,https://api.spotify.com/v1/tracks/5CpsIb7SMFHjmAG8RvIWfq,audio_features,spotify:track:5CpsIb7SMFHjmAG8RvIWfq,0.509
18,0.241,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,0.749,263373,0.925,15JINEqzVMv3SvJTAXAKED,1.0,0.0,10,0.52,-5.034,1,0.227,86.989,4,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,audio_features,spotify:track:15JINEqzVMv3SvJTAXAKED,0.641
19,0.0387,https://api.spotify.com/v1/audio-analysis/7Dj2wqPYXfSRFwa6qyOztr,0.72,194707,0.767,7Dj2wqPYXfSRFwa6qyOztr,1.0,0.0,10,0.202,-5.839,0,0.214,88.966,4,https://api.spotify.com/v1/tracks/7Dj2wqPYXfSRFwa6qyOztr,audio_features,spotify:track:7Dj2wqPYXfSRFwa6qyOztr,0.595
0,0.0717,https://api.spotify.com/v1/audio-analysis/5oO3drDxtziYU2H1X23ZIp,0.509,224000,0.637,5oO3drDxtziYU2H1X23ZIp,1.0,1.08e-05,4,0.0789,-4.83,0,0.0471,172.006,3,https://api.spotify.com/v1/tracks/5oO3drDxtziYU2H1X23ZIp,audio_features,spotify:track:5oO3drDxtziYU2H1X23ZIp,0.378
1,0.00864,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,0.583,275987,0.829,2yPoXCs7BSIUrucMdK5PzV,1.0,0.0,1,0.0426,-4.603,1,0.134,174.028,4,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,audio_features,spotify:track:2yPoXCs7BSIUrucMdK5PzV,0.575
2,0.875,https://api.spotify.com/v1/audio-analysis/78TTtXnFQPzwqlbtbwqN0y,0.582,188238,0.272,78TTtXnFQPzwqlbtbwqN0y,1.0,0.0,2,0.13,-5.662,1,0.0501,205.846,4,https://api.spotify.com/v1/tracks/78TTtXnFQPzwqlbtbwqN0y,audio_features,spotify:track:78TTtXnFQPzwqlbtbwqN0y,0.354
3,0.11,https://api.spotify.com/v1/audio-analysis/4pAl7FkDMNBsjykPXo91B3,0.671,191600,0.314,4pAl7FkDMNBsjykPXo91B3,1.0,0.0,5,0.0825,-8.091,0,0.244,110.898,4,https://api.spotify.com/v1/tracks/4pAl7FkDMNBsjykPXo91B3,audio_features,spotify:track:4pAl7FkDMNBsjykPXo91B3,0.296
4,0.248,https://api.spotify.com/v1/audio-analysis/3goSVuTt3fDYDP6kRnFwuL,0.697,229413,0.467,3goSVuTt3fDYDP6kRnFwuL,1.0,0.0,9,0.0941,-7.536,1,0.0715,82.081,4,https://api.spotify.com/v1/tracks/3goSVuTt3fDYDP6kRnFwuL,audio_features,spotify:track:3goSVuTt3fDYDP6kRnFwuL,0.572
5,0.0752,https://api.spotify.com/v1/audio-analysis/72TFWvU3wUYdUuxejTTIzt,0.725,219320,0.534,72TFWvU3wUYdUuxejTTIzt,1.0,0.0,11,0.0919,-6.238,1,0.0946,91.974,4,https://api.spotify.com/v1/tracks/72TFWvU3wUYdUuxejTTIzt,audio_features,spotify:track:72TFWvU3wUYdUuxejTTIzt,0.558
6,0.0336,https://api.spotify.com/v1/audio-analysis/1Jo0Zg7XlrA6z0mFTZVdkn,0.835,267080,0.669,1Jo0Zg7XlrA6z0mFTZVdkn,1.0,6.92e-05,6,0.0535,-5.582,0,0.0643,122.668,4,https://api.spotify.com/v1/tracks/1Jo0Zg7XlrA6z0mFTZVdkn,audio_features,spotify:track:1Jo0Zg7XlrA6z0mFTZVdkn,0.542
7,0.0509,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,0.781,219306,0.728,0NTMtAO2BV4tnGvw9EgBVq,1.0,1.94e-06,1,0.257,-4.981,1,0.0621,102.99,4,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,audio_features,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,0.395
8,0.945,https://api.spotify.com/v1/audio-analysis/789CxjEOtO76BVD1A9yJQH,0.621,240707,0.31,789CxjEOtO76BVD1A9yJQH,1.0,6.12e-05,9,0.117,-10.164,0,0.0283,111.893,4,https://api.spotify.com/v1/tracks/789CxjEOtO76BVD1A9yJQH,audio_features,spotify:track:789CxjEOtO76BVD1A9yJQH,0.125
9,0.025,https://api.spotify.com/v1/audio-analysis/6qn9YLKt13AGvpq9jfO8py,0.734,215227,0.766,6qn9YLKt13AGvpq9jfO8py,1.0,0.00138,1,0.108,-4.485,1,0.0383,127.986,4,https://api.spotify.com/v1/tracks/6qn9YLKt13AGvpq9jfO8py,audio_features,spotify:track:6qn9YLKt13AGvpq9jfO8py,0.6
10,0.00147,https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD,0.513,201573,0.796,0sf12qNH5qcw8qpgymFOqD,1.0,0.000209,1,0.0938,-4.075,1,0.0629,171.017,4,https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD,audio_features,spotify:track:0sf12qNH5qcw8qpgymFOqD,0.345
11,0.00632,https://api.spotify.com/v1/audio-analysis/57vxBYXtHMk6H1aD29V7PU,0.531,200080,0.75,57vxBYXtHMk6H1aD29V7PU,1.0,7.6e-05,10,0.117,-5.831,0,0.111,169.954,4,https://api.spotify.com/v1/tracks/57vxBYXtHMk6H1aD29V7PU,audio_features,spotify:track:57vxBYXtHMk6H1aD29V7PU,0.198
12,0.101,https://api.spotify.com/v1/audio-analysis/4ejyZ4uJEXUURcgKp1kP8v,0.661,361947,0.571,4ejyZ4uJEXUURcgKp1kP8v,1.0,0.0095,5,0.124,-5.994,0,0.034,108.957,4,https://api.spotify.com/v1/tracks/4ejyZ4uJEXUURcgKp1kP8v,audio_features,spotify:track:4ejyZ4uJEXUURcgKp1kP8v,0.163
13,0.141,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,0.678,230453,0.588,7MXVkk9YMctZqd1Srtv4MB,1.0,6.35e-06,7,0.137,-7.015,1,0.276,186.005,4,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.486
14,0.17,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,0.461,228373,0.593,09mEdoA6zrmBPgTEN5qXmN,1.0,0.0,1,0.307,-4.954,1,0.0356,134.17,3,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,audio_features,spotify:track:09mEdoA6zrmBPgTEN5qXmN,0.175
15,0.0671,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,0.58,242253,0.565,7fBv7CLKzipRk6EC6TWHOB,1.0,0.0,0,0.135,-7.065,0,0.0488,112.986,4,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,audio_features,spotify:track:7fBv7CLKzipRk6EC6TWHOB,0.138
16,0.426,https://api.spotify.com/v1/audio-analysis/5GXAXm5YOmYT0kL5jHvYBt,0.773,269187,0.819,5GXAXm5YOmYT0kL5jHvYBt,1.0,0.0,0,0.0679,-5.946,0,0.118,92.99,4,https://api.spotify.com/v1/tracks/5GXAXm5YOmYT0kL5jHvYBt,audio_features,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,0.585
17,0.112,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,0.705,213520,0.769,22VdIZQfgXJea34mQxlt81,1.0,0.0,9,0.105,-5.526,0,0.0426,107.939,4,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,audio_features,spotify:track:22VdIZQfgXJea34mQxlt81,0.59
18,0.408,https://api.spotify.com/v1/audio-analysis/4frLb7nWtsz2ymBE6k2GRP,0.647,277680,0.291,4frLb7nWtsz2ymBE6k2GRP,1.0,0.0,2,0.0771,-8.275,0,0.0363,119.839,3,https://api.spotify.com/v1/tracks/4frLb7nWtsz2ymBE6k2GRP,audio_features,spotify:track:4frLb7nWtsz2ymBE6k2GRP,0.4
19,0.0762,https://api.spotify.com/v1/audio-analysis/77UjLW8j5UAGAGVGhR5oUK,0.735,211440,0.677,77UjLW8j5UAGAGVGhR5oUK,1.0,2.17e-05,2,0.111,-4.979,1,0.093,100.584,4,https://api.spotify.com/v1/tracks/77UjLW8j5UAGAGVGhR5oUK,audio_features,spotify:track:77UjLW8j5UAGAGVGhR5oUK,0.188
0,0.00929,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,0.771,171360,0.671,6RRNNciQGZEXnqk8SQ9yv5,1.0,0.0,2,0.0637,-5.617,1,0.0553,85.026,4,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,audio_features,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,0.714
1,0.033,https://api.spotify.com/v1/audio-analysis/2Rk4JlNc2TPmZe2af99d45,0.61,193000,0.83,2Rk4JlNc2TPmZe2af99d45,1.0,0.0,0,0.118,-4.105,1,0.0571,182.162,4,https://api.spotify.com/v1/tracks/2Rk4JlNc2TPmZe2af99d45,audio_features,spotify:track:2Rk4JlNc2TPmZe2af99d45,0.728
2,0.00244,https://api.spotify.com/v1/audio-analysis/2slqvGLwzZZYsT4K4Y1GBC,0.56,157507,0.78,2slqvGLwzZZYsT4K4Y1GBC,1.0,0.0,5,0.0714,-4.895,0,0.0517,93.516,4,https://api.spotify.com/v1/tracks/2slqvGLwzZZYsT4K4Y1GBC,audio_features,spotify:track:2slqvGLwzZZYsT4K4Y1GBC,0.602
3,0.492,https://api.spotify.com/v1/audio-analysis/1dGr1c8CrMLDpV6mPbImSI,0.359,221307,0.543,1dGr1c8CrMLDpV6mPbImSI,1.0,1.58e-05,7,0.118,-7.582,1,0.0919,68.534,4,https://api.spotify.com/v1/tracks/1dGr1c8CrMLDpV6mPbImSI,audio_features,spotify:track:1dGr1c8CrMLDpV6mPbImSI,0.453
4,0.433,https://api.spotify.com/v1/audio-analysis/3i9UVldZOE0aD0JnyfAZZ0,0.448,221307,0.603,3i9UVldZOE0aD0JnyfAZZ0,1.0,0.0,7,0.0862,-7.176,1,0.064,205.272,3,https://api.spotify.com/v1/tracks/3i9UVldZOE0aD0JnyfAZZ0,audio_features,spotify:track:3i9UVldZOE0aD0JnyfAZZ0,0.422
5,0.0767,https://api.spotify.com/v1/audio-analysis/3RauEVgRgj1IuWdJ9fDs70,0.777,190360,0.658,3RauEVgRgj1IuWdJ9fDs70,1.0,0.0,0,0.0901,-5.191,1,0.054,110.048,4,https://api.spotify.com/v1/tracks/3RauEVgRgj1IuWdJ9fDs70,audio_features,spotify:track:3RauEVgRgj1IuWdJ9fDs70,0.633
6,0.298,https://api.spotify.com/v1/audio-analysis/43rA71bccXFGD4C8GOpIlN,0.664,170640,0.316,43rA71bccXFGD4C8GOpIlN,1.0,2.03e-06,5,0.0812,-10.345,1,0.519,92.875,4,https://api.spotify.com/v1/tracks/43rA71bccXFGD4C8GOpIlN,audio_features,spotify:track:43rA71bccXFGD4C8GOpIlN,0.541
7,0.103,https://api.spotify.com/v1/audio-analysis/1kHEuJRasudLhjvnbfc4yS,0.76,231827,0.703,1kHEuJRasudLhjvnbfc4yS,1.0,0.0,5,0.0913,-5.412,1,0.054,95.997,4,https://api.spotify.com/v1/tracks/1kHEuJRasudLhjvnbfc4yS,audio_features,spotify:track:1kHEuJRasudLhjvnbfc4yS,0.57
8,0.117,https://api.spotify.com/v1/audio-analysis/1BxfuPKGuaTgP7aM0Bbdwr,0.552,178427,0.702,1BxfuPKGuaTgP7aM0Bbdwr,1.0,2.06e-05,9,0.105,-5.707,1,0.157,169.994,4,https://api.spotify.com/v1/tracks/1BxfuPKGuaTgP7aM0Bbdwr,audio_features,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,0.564
9,0.0647,https://api.spotify.com/v1/audio-analysis/1CiVz2WkmZRwhU3A6J2Gjz,0.647,219200,0.8,1CiVz2WkmZRwhU3A6J2Gjz,1.0,0.0,7,0.334,-5.384,1,0.165,160.078,4,https://api.spotify.com/v1/tracks/1CiVz2WkmZRwhU3A6J2Gjz,audio_features,spotify:track:1CiVz2WkmZRwhU3A6J2Gjz,0.942
10,0.101,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,0.258,239000,0.437,1j4kHkkpqZRBwE0A4CN4Yv,1.0,1.27e-06,11,0.106,-6.593,0,0.039,180.043,4,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,audio_features,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,0.0967
11,0.0197,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,0.399,216120,0.787,2s1sdSqGcKxpPr5lCl7jAV,1.0,6.07e-05,1,0.0685,-2.88,1,0.0499,117.089,5,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,audio_features,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,0.572
12,0.0077,https://api.spotify.com/v1/audio-analysis/4lJNen4SMTIJMahALc3DcB,0.69,187027,0.714,4lJNen4SMTIJMahALc3DcB,1.0,7.23e-05,7,0.191,-5.948,1,0.0338,112.009,4,https://api.spotify.com/v1/tracks/4lJNen4SMTIJMahALc3DcB,audio_features,spotify:track:4lJNen4SMTIJMahALc3DcB,0.489
13,0.0472,https://api.spotify.com/v1/audio-analysis/3S4px9f4lceWdKf0gWciFu,0.628,211667,0.698,3S4px9f4lceWdKf0gWciFu,1.0,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,https://api.spotify.com/v1/tracks/3S4px9f4lceWdKf0gWciFu,audio_features,spotify:track:3S4px9f4lceWdKf0gWciFu,0.732
14,0.0799,https://api.spotify.com/v1/audio-analysis/4xigPf2sigSPmuFH3qCelB,0.603,213707,0.615,4xigPf2sigSPmuFH3qCelB,1.0,6.72e-05,11,0.117,-4.931,0,0.165,158.657,4,https://api.spotify.com/v1/tracks/4xigPf2sigSPmuFH3qCelB,audio_features,spotify:track:4xigPf2sigSPmuFH3qCelB,0.561
15,0.00315,https://api.spotify.com/v1/audio-analysis/0YoquWDxpwAq8jFPj3K8wp,0.677,213667,0.551,0YoquWDxpwAq8jFPj3K8wp,1.0,0.00576,1,0.114,-6.107,1,0.0323,96.014,4,https://api.spotify.com/v1/tracks/0YoquWDxpwAq8jFPj3K8wp,audio_features,spotify:track:0YoquWDxpwAq8jFPj3K8wp,0.44
16,0.0723,https://api.spotify.com/v1/audio-analysis/3tTYxjYYcXFqFXA0AZ1Fav,0.609,195000,0.726,3tTYxjYYcXFqFXA0AZ1Fav,1.0,8.45e-06,5,0.0895,-4.346,0,0.0414,93.958,4,https://api.spotify.com/v1/tracks/3tTYxjYYcXFqFXA0AZ1Fav,audio_features,spotify:track:3tTYxjYYcXFqFXA0AZ1Fav,0.362
17,0.0632,https://api.spotify.com/v1/audio-analysis/6Dma0t0hOe6Bd6u5YRKF3n,0.725,175827,0.703,6Dma0t0hOe6Bd6u5YRKF3n,1.0,0.000251,7,0.14,-4.641,1,0.0466,106.032,4,https://api.spotify.com/v1/tracks/6Dma0t0hOe6Bd6u5YRKF3n,audio_features,spotify:track:6Dma0t0hOe6Bd6u5YRKF3n,0.638
18,0.112,https://api.spotify.com/v1/audio-analysis/1yvMUkIOTeUNtNWlWRgANS,0.468,217747,0.779,1yvMUkIOTeUNtNWlWRgANS,1.0,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,https://api.spotify.com/v1/tracks/1yvMUkIOTeUNtNWlWRgANS,audio_features,spotify:track:1yvMUkIOTeUNtNWlWRgANS,0.26
19,0.0102,https://api.spotify.com/v1/audio-analysis/7xHWNBFm6ObGEQPaUxHuKO,0.668,210227,0.725,7xHWNBFm6ObGEQPaUxHuKO,1.0,0.000479,1,0.0561,-6.127,1,0.266,191.944,4,https://api.spotify.com/v1/tracks/7xHWNBFm6ObGEQPaUxHuKO,audio_features,spotify:track:7xHWNBFm6ObGEQPaUxHuKO,0.729
0,0.272,https://api.spotify.com/v1/audio-analysis/4JehYebiI9JE8sR8MisGVb,0.508,261640,0.72,4JehYebiI9JE8sR8MisGVb,1.0,0.0,11,0.0563,-5.908,0,0.0628,79.983,4,https://api.spotify.com/v1/tracks/4JehYebiI9JE8sR8MisGVb,audio_features,spotify:track:4JehYebiI9JE8sR8MisGVb,0.472
